match_id,season,competition,player,position_id,position,from_time,to_time,from_period,to_period,start_reason,end_reason
3773466,2020/2021,La Liga,Jeison Fabián Murillo Cerón,5,Left Center Back,47:49,67:39,2,2,Tactical Shift,Tactical Shift
3773466,2020/2021,La Liga,Jeison Fabián Murillo Cerón,3,Right Center Back,67:39,71:50,2,2,Tactical Shift,Tactical Shift
3749603,2003/2004,Premier League,Carlos Manuel Bocanegra,6,Left Back,00:00,,1,,Starting XI,Final Whistle
3773466,2020/2021,La Liga,Jeison Fabián Murillo Cerón,5,Left Center Back,71:50,,2,,Tactical Shift,Final Whistle
3773466,2020/2021,La Liga,Santiago Mina Lorenzo,23,Center Forward,59:43,,2,,Tactical Shift,Final Whistle
3773466,2020/2021,La Liga,Santiago Mina Lorenzo,22,Right Center Forward,59:16,59:43,2,2,Substitution - On (Tactical),Tactical Shift
3749603,2003/2004,Premier League,Ian Pearce,3,Right Center Back,00:00,,1,,Starting XI,Final Whistle
3773466,2020/2021,La Liga,Denis Suárez Fernández,13,Right Center Midfield,59:43,64:36,2,2,Tactical Shift,Tactical Shift
3773466,2020/2021,La Liga,Denis Suárez Fernández,15,Left Center Midfield,00:00,59:43,1,2,Starting XI,Tactical Shift
3749603,2003/2004,Premier League,Alain Goma,5,Left Center Back,00:00,,1,,Starting XI,Final Whistle
3773466,2020/2021,La Liga,Denis Suárez Fernández,15,Left Center Midfield,64:36,,2,,Tactical Shift,Final Whistle
3749603,2003/2004,Premier League,Martin Djetou,12,Right Midfield,00:00,57:40,1,2,Starting XI,Substitution - Off (Tactical)
3773466,2020/2021,La Liga,Manuel Agudo Durán,21,Left Wing,59:43,,2,,Tactical Shift,Final Whistle
3773466,2020/2021,La Liga,Manuel Agudo Durán,7,Right Wing Back,59:04,59:43,2,2,Substitution - On (Tactical),Tactical Shift
3749603,2003/2004,Premier League,Luís Boa Morte Pereira,23,Center Forward,00:00,,1,,Starting XI,Final Whistle
3773466,2020/2021,La Liga,Emre Mor,22,Right Center Forward,00:00,32:14,1,1,Starting XI,Tactical Shift
3749603,2003/2004,Premier League,Collins John,12,Right Midfield,57:40,,2,,Substitution - On (Tactical),Final Whistle
3773466,2020/2021,La Liga,Emre Mor,24,Left Center Forward,32:14,35:42,1,1,Tactical Shift,Tactical Shift
3773466,2020/2021,La Liga,Emre Mor,22,Right Center Forward,35:42,37:16,1,1,Tactical Shift,Tactical Shift
3773466,2020/2021,La Liga,Emre Mor,24,Left Center Forward,37:16,47:49,1,2,Tactical Shift,Tactical Shift
3773466,2020/2021,La Liga,Emre Mor,22,Right Center Forward,47:49,59:16,2,2,Tactical Shift,Substitution - Off (Tactical)
16240,2018/2019,La Liga,Malcom Filipe Silva de Oliveira,21,Left Wing,68:45,,2,,Tactical Shift,Final Whistle
3773466,2020/2021,La Liga,Hugo Mallo Novegil,3,Right Center Back,47:49,59:43,2,2,Tactical Shift,Tactical Shift
3773466,2020/2021,La Liga,Hugo Mallo Novegil,7,Right Wing Back,00:00,47:49,1,2,Starting XI,Tactical Shift
16240,2018/2019,La Liga,Philippe Coutinho Correia,21,Left Wing,00:00,60:16,1,2,Starting XI,Substitution - Off (Tactical)
3773466,2020/2021,La Liga,Hugo Mallo Novegil,2,Right Back,59:43,,2,,Tactical Shift,Final Whistle
16240,2018/2019,La Liga,Sergio Busquets i Burgos,10,Center Defensive Midfield,00:00,72:22,1,2,Starting XI,Substitution - Off (Tactical)
3773466,2020/2021,La Liga,Néstor Alejandro Araújo Razo,8,Left Wing Back,31:40,32:01,1,1,Substitution - On (Injury),Tactical Shift
3773466,2020/2021,La Liga,Néstor Alejandro Araújo Razo,5,Left Center Back,32:01,47:49,1,2,Tactical Shift,Tactical Shift
3773466,2020/2021,La Liga,Néstor Alejandro Araújo Razo,4,Center Back,47:49,59:43,2,2,Tactical Shift,Tactical Shift
16240,2018/2019,La Liga,Jordi Alba Ramos,6,Left Back,00:00,,1,,Starting XI,Final Whistle
3773466,2020/2021,La Liga,Néstor Alejandro Araújo Razo,3,Right Center Back,59:43,67:39,2,2,Tactical Shift,Tactical Shift
3773466,2020/2021,La Liga,Néstor Alejandro Araújo Razo,5,Left Center Back,67:39,71:50,2,2,Tactical Shift,Tactical Shift
3773466,2020/2021,La Liga,Néstor Alejandro Araújo Razo,3,Right Center Back,71:50,,2,,Tactical Shift,Final Whistle
16240,2018/2019,La Liga,Luis Alberto Suárez Díaz,23,Center Forward,00:00,,1,,Starting XI,Final Whistle
3773466,2020/2021,La Liga,Francisco José Beltrán Peinado,9,Right Defensive Midfield,74:06,,2,,Substitution - On (Tactical),Final Whistle
16240,2018/2019,La Liga,Ivan Rakitić,10,Center Defensive Midfield,72:22,,2,,Substitution - On (Tactical),Final Whistle
3773466,2020/2021,La Liga,Joseph Aidoo,3,Right Center Back,00:00,45:00,1,2,Starting XI,Substitution - Off (Tactical)
16240,2018/2019,La Liga,Samuel Yves Umtiti,3,Right Center Back,00:00,,1,,Starting XI,Final Whistle
16240,2018/2019,La Liga,Lionel Andrés Messi Cuccittini,21,Left Wing,60:16,68:45,2,2,Substitution - On (Tactical),Tactical Shift
16240,2018/2019,La Liga,Lionel Andrés Messi Cuccittini,17,Right Wing,68:45,,2,,Tactical Shift,Final Whistle
3773466,2020/2021,La Liga,Lucas René Olaza Catrofe,8,Left Wing Back,32:01,59:43,1,2,Tactical Shift,Tactical Shift
3773466,2020/2021,La Liga,Lucas René Olaza Catrofe,5,Left Center Back,00:00,32:01,1,1,Starting XI,Tactical Shift
3773466,2020/2021,La Liga,Lucas René Olaza Catrofe,6,Left Back,59:43,,2,,Tactical Shift,Final Whistle
16240,2018/2019,La Liga,Sergi Roberto Carnicer,2,Right Back,00:00,,1,,Starting XI,Final Whistle
3773466,2020/2021,La Liga,José Manuel Fontán Mondragón,8,Left Wing Back,00:00,31:40,1,1,Starting XI,Substitution - Off (Injury)
16240,2018/2019,La Liga,Clément Lenglet,5,Left Center Back,00:00,33:34,1,1,Starting XI,Player Off
3773466,2020/2021,La Liga,Miguel Baeza Pérez,13,Right Center Midfield,47:49,59:43,2,2,Tactical Shift,Tactical Shift
3773466,2020/2021,La Liga,Miguel Baeza Pérez,3,Right Center Back,45:00,47:49,2,2,Substitution - On (Tactical),Tactical Shift
16240,2018/2019,La Liga,Clément Lenglet,5,Left Center Back,34:13,,1,,Player On,Final Whistle
3773466,2020/2021,La Liga,Miguel Baeza Pérez,17,Right Wing,59:43,,2,,Tactical Shift,Final Whistle
16240,2018/2019,La Liga,Arturo Erasmo Vidal Pardo,13,Right Center Midfield,00:00,,1,,Starting XI,Final Whistle
3773466,2020/2021,La Liga,Iván Villar Martínez,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle
16240,2018/2019,La Liga,Arthur Henrique Ramos de Oliveira Melo,15,Left Center Midfield,00:00,72:24,1,2,Starting XI,Substitution - Off (Tactical)
16240,2018/2019,La Liga,Carles Aleña Castillo,15,Left Center Midfield,72:24,,2,,Substitution - On (Tactical),Final Whistle
3773466,2020/2021,La Liga,Gabriel Veiga Novas,13,Right Center Midfield,00:00,47:49,1,2,Starting XI,Tactical Shift
16240,2018/2019,La Liga,Marc-André ter Stegen,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle
3773466,2020/2021,La Liga,Gabriel Veiga Novas,7,Right Wing Back,47:49,59:04,2,2,Tactical Shift,Substitution - Off (Tactical)
303479,2019/2020,La Liga,Martin Braithwaite Christensen,17,Right Wing,86:51,87:58,2,2,Tactical Shift,Substitution - Off (Tactical)
3749431,2003/2004,Premier League,Patrick Vieira,11,Left Defensive Midfield,00:00,,1,,Starting XI,Final Whistle
303479,2019/2020,La Liga,Martin Braithwaite Christensen,21,Left Wing,00:00,86:51,1,2,Starting XI,Tactical Shift
303479,2019/2020,La Liga,Sergio Busquets i Burgos,10,Center Defensive Midfield,00:00,,1,,Starting XI,Final Whistle
3749431,2003/2004,Premier League,Thierry Henry,22,Right Center Forward,00:00,,1,,Starting XI,Final Whistle
303479,2019/2020,La Liga,Jordi Alba Ramos,16,Left Midfield,89:36,,2,,Tactical Shift,Final Whistle
3749431,2003/2004,Premier League,Sulzeer Jeremiah ''Sol' Campbell,5,Left Center Back,00:00,,1,,Starting XI,Final Whistle
303479,2019/2020,La Liga,Jordi Alba Ramos,6,Left Back,00:00,89:36,1,2,Starting XI,Tactical Shift
303479,2019/2020,La Liga,Gerard Piqué Bernabéu,3,Right Center Back,00:00,,1,,Starting XI,Final Whistle
3749431,2003/2004,Premier League,Robert Pirès,12,Right Midfield,79:01,,2,,Substitution - On (Tactical),Final Whistle
3749431,2003/2004,Premier League,Jens Lehmann,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle
303479,2019/2020,La Liga,Ivan Rakitić,13,Right Center Midfield,00:00,73:25,1,2,Starting XI,Substitution - Off (Tactical)
3749431,2003/2004,Premier League,Gaël Clichy,6,Left Back,91:28,,2,,Substitution - On (Tactical),Final Whistle
303479,2019/2020,La Liga,Antoine Griezmann,17,Right Wing,00:00,84:38,1,2,Starting XI,Substitution - Off (Tactical)
3749431,2003/2004,Premier League,José Antonio Reyes Calderón,24,Left Center Forward,00:00,79:01,1,2,Starting XI,Substitution - Off (Tactical)
303479,2019/2020,La Liga,Lionel Andrés Messi Cuccittini,23,Center Forward,00:00,,1,,Starting XI,Final Whistle
3749431,2003/2004,Premier League,Eduardo César Daude Gaspar,16,Left Midfield,00:00,,1,,Starting XI,Final Whistle
3749431,2003/2004,Premier League,Kolo Habib Touré,3,Right Center Back,00:00,,1,,Starting XI,Final Whistle
303479,2019/2020,La Liga,Nélson Cabral Semedo,2,Right Back,00:00,,1,,Starting XI,Final Whistle
3749431,2003/2004,Premier League,Gilberto Aparecido da Silva,9,Right Defensive Midfield,00:00,,1,,Starting XI,Final Whistle
303479,2019/2020,La Liga,Clément Lenglet,5,Left Center Back,00:00,,1,,Starting XI,Final Whistle
3749431,2003/2004,Premier League,Laureano Bisan-Etame Mayer,2,Right Back,00:00,,1,,Starting XI,Final Whistle
303479,2019/2020,La Liga,Frenkie de Jong,15,Left Center Midfield,00:00,,1,,Starting XI,Final Whistle
3749431,2003/2004,Premier League,Aaron Hughes,2,Right Back,00:00,,1,,Starting XI,Final Whistle
303479,2019/2020,La Liga,Arturo Erasmo Vidal Pardo,13,Right Center Midfield,73:25,,2,,Substitution - On (Tactical),Final Whistle
303479,2019/2020,La Liga,Héctor Junior Firpo Adames,6,Left Back,89:36,,2,,Tactical Shift,Final Whistle
303479,2019/2020,La Liga,Héctor Junior Firpo Adames,17,Right Wing,87:58,89:36,2,2,Substitution - On (Tactical),Tactical Shift
3749431,2003/2004,Premier League,Shay Given,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle
303479,2019/2020,La Liga,Marc-André ter Stegen,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle
3749431,2003/2004,Premier League,Gary Speed,11,Left Defensive Midfield,00:00,,1,,Starting XI,Final Whistle
303479,2019/2020,La Liga,Anssumane Fati,21,Left Wing,86:51,89:36,2,2,Tactical Shift,Tactical Shift
303479,2019/2020,La Liga,Anssumane Fati,17,Right Wing,84:38,86:51,2,2,Substitution - On (Tactical),Tactical Shift
303479,2019/2020,La Liga,Anssumane Fati,12,Right Midfield,89:36,,2,,Tactical Shift,Final Whistle
3773523,2020/2021,La Liga,Mikel Merino Zazón,15,Left Center Midfield,00:00,,1,,Starting XI,Final Whistle
3749431,2003/2004,Premier League,Hugo Miguel Ferreira Gomes Viana,16,Left Midfield,78:23,,2,,Substitution - On (Tactical),Final Whistle
3773597,2020/2021,La Liga,Adnan Januzaj,7,Right Wing Back,73:01,,2,,Tactical Shift,Final Whistle
3773597,2020/2021,La Liga,Adnan Januzaj,17,Right Wing,60:11,73:01,2,2,Substitution - On (Tactical),Tactical Shift
3749431,2003/2004,Premier League,Jonathan Woodgate,5,Left Center Back,00:00,,1,,Starting XI,Final Whistle
3773597,2020/2021,La Liga,Cristian Portugués Manzanera,17,Right Wing,00:00,60:11,1,2,Starting XI,Substitution - Off (Tactical)
3749431,2003/2004,Premier League,"Andy O""Brien",3,Right Center Back,00:00,,1,,Starting XI,Final Whistle
3773597,2020/2021,La Liga,Andoni Gorosabel Espinosa,7,Right Wing Back,00:00,60:09,1,2,Starting XI,Substitution - Off (Tactical)
3773597,2020/2021,La Liga,Igor Zubeldia Elorza,3,Right Center Back,00:00,42:00,1,1,Starting XI,Player Off
3749431,2003/2004,Premier League,Craig Bellamy,22,Right Center Forward,00:00,,1,,Starting XI,Final Whistle
3773597,2020/2021,La Liga,Igor Zubeldia Elorza,3,Right Center Back,42:08,73:01,1,2,Player On,Tactical Shift
3773597,2020/2021,La Liga,Igor Zubeldia Elorza,4,Center Back,73:01,82:30,2,2,Tactical Shift,Substitution - Off (Tactical)
3749431,2003/2004,Premier League,Laurent Robert,16,Left Midfield,00:00,78:23,1,2,Starting XI,Substitution - Off (Tactical)
3773597,2020/2021,La Liga,Mikel Oyarzabal Ugarte,21,Left Wing,00:00,,1,,Starting XI,Final Whistle
3773597,2020/2021,La Liga,Jon Bautista Orgilles,17,Right Wing,82:32,,2,,Substitution - On (Tactical),Final Whistle
15986,2018/2019,La Liga,Lionel Andrés Messi Cuccittini,22,Right Center Forward,45:00,,2,,Tactical Shift,Final Whistle
3773377,2020/2021,La Liga,Ronald Federico Araújo da Silva,4,Center Back,78:22,,2,,Tactical Shift,Final Whistle
15986,2018/2019,La Liga,Lionel Andrés Messi Cuccittini,17,Right Wing,00:00,45:00,1,2,Starting XI,Tactical Shift
15986,2018/2019,La Liga,Nélson Cabral Semedo,2,Right Back,00:00,,1,,Starting XI,Final Whistle
3773377,2020/2021,La Liga,Óscar Mingueza García,5,Left Center Back,00:00,78:22,1,2,Starting XI,Tactical Shift
3773377,2020/2021,La Liga,Óscar Mingueza García,3,Right Center Back,78:22,,2,,Tactical Shift,Final Whistle
3749528,2003/2004,Premier League,Sylvain Wiltord,22,Right Center Forward,00:00,,1,,Starting XI,Final Whistle
15986,2018/2019,La Liga,Clément Lenglet,5,Left Center Back,00:00,36:01,1,1,Starting XI,Tactical Shift
15986,2018/2019,La Liga,Clément Lenglet,10,Center Defensive Midfield,36:01,45:00,1,2,Tactical Shift,Tactical Shift
3749528,2003/2004,Premier League,Patrick Vieira,9,Right Defensive Midfield,00:00,24:38,1,1,Starting XI,Substitution - Off (Injury)
15986,2018/2019,La Liga,Clément Lenglet,19,Center Attacking Midfield,45:00,,2,,Tactical Shift,Final Whistle
3773586,2020/2021,La Liga,Jorge Molina Vidal,23,Center Forward,60:32,,2,,Substitution - On (Tactical),Final Whistle
3749528,2003/2004,Premier League,Thierry Henry,24,Left Center Forward,00:00,,1,,Starting XI,Final Whistle
3773586,2020/2021,La Liga,Adrián Marín Gómez,21,Left Wing,75:00,,2,,Substitution - On (Tactical),Final Whistle
15986,2018/2019,La Liga,Arturo Erasmo Vidal Pardo,13,Right Center Midfield,00:00,57:57,1,2,Starting XI,Substitution - Off (Tactical)
3749528,2003/2004,Premier League,Martin Keown,5,Left Center Back,00:00,,1,,Starting XI,Final Whistle
3749528,2003/2004,Premier League,Fredrik Ljungberg,12,Right Midfield,61:51,66:33,2,2,Tactical Shift,Player Off
15986,2018/2019,La Liga,Arthur Henrique Ramos de Oliveira Melo,15,Left Center Midfield,00:00,57:51,1,2,Starting XI,Substitution - Off (Tactical)
3749528,2003/2004,Premier League,Fredrik Ljungberg,16,Left Midfield,00:00,61:51,1,2,Starting XI,Tactical Shift
3773586,2020/2021,La Liga,Maxime Gonalons,15,Left Center Midfield,60:20,,2,,Substitution - On (Tactical),Final Whistle
3749528,2003/2004,Premier League,Fredrik Ljungberg,12,Right Midfield,67:58,,2,,Player On,Final Whistle
3749528,2003/2004,Premier League,Robert Pirès,16,Left Midfield,61:51,,2,,Tactical Shift,Final Whistle
15986,2018/2019,La Liga,Marc-André ter Stegen,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle
3749528,2003/2004,Premier League,Robert Pirès,12,Right Midfield,61:39,61:51,2,2,Substitution - On (Tactical),Tactical Shift
3773586,2020/2021,La Liga,Darwin Daniel Machís Marcano,21,Left Wing,00:00,75:00,1,2,Starting XI,Substitution - Off (Tactical)
15986,2018/2019,La Liga,Cristhian Ricardo Stuani Curbelo,24,Left Center Forward,00:00,,1,,Starting XI,Final Whistle
3749528,2003/2004,Premier League,Jens Lehmann,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle
3773586,2020/2021,La Liga,Yangel Clemente Herrera Ravelo,13,Right Center Midfield,00:00,,1,,Starting XI,Final Whistle
15986,2018/2019,La Liga,Marc Muniesa Martínez,8,Left Wing Back,00:00,,1,,Starting XI,Final Whistle
3749528,2003/2004,Premier League,Ray Parlour,12,Right Midfield,00:00,61:39,1,2,Starting XI,Substitution - Off (Tactical)
15986,2018/2019,La Liga,Pere Pons Riera,13,Right Center Midfield,73:08,,2,,Tactical Shift,Final Whistle
15986,2018/2019,La Liga,Pere Pons Riera,10,Center Defensive Midfield,00:00,73:08,1,2,Starting XI,Tactical Shift
3749528,2003/2004,Premier League,Eduardo César Daude Gaspar,9,Right Defensive Midfield,24:38,,1,,Substitution - On (Injury),Final Whistle
3749528,2003/2004,Premier League,Pascal Cygan,6,Left Back,51:44,,2,,Substitution - On (Tactical),Final Whistle
15986,2018/2019,La Liga,Borja García Freire,15,Left Center Midfield,45:00,,2,,Substitution - On (Tactical),Final Whistle
3749528,2003/2004,Premier League,Kolo Habib Touré,3,Right Center Back,00:00,,1,,Starting XI,Final Whistle
15986,2018/2019,La Liga,Alejandro Granell Nogué,13,Right Center Midfield,00:00,71:08,1,2,Starting XI,Substitution - Off (Tactical)
3773586,2020/2021,La Liga,Yan Brice Eteki,15,Left Center Midfield,00:00,60:20,1,2,Starting XI,Substitution - Off (Tactical)
3749528,2003/2004,Premier League,Gilberto Aparecido da Silva,11,Left Defensive Midfield,00:00,,1,,Starting XI,Final Whistle
15986,2018/2019,La Liga,Juan Pedro Ramírez López,5,Left Center Back,00:00,,1,,Starting XI,Final Whistle
3749528,2003/2004,Premier League,Laureano Bisan-Etame Mayer,2,Right Back,00:00,,1,,Starting XI,Final Whistle
3773586,2020/2021,La Liga,Luis Javier Suárez Charris,17,Right Wing,00:00,85:30,1,2,Starting XI,Substitution - Off (Tactical)
15986,2018/2019,La Liga,Bernardo José Espinosa Zúñiga,4,Center Back,00:00,,1,,Starting XI,Final Whistle
3749528,2003/2004,Premier League,Aaron Hughes,2,Right Back,00:00,,1,,Starting XI,Final Whistle
15986,2018/2019,La Liga,Douglas Luiz Soares de Paulo,10,Center Defensive Midfield,73:08,,2,,Tactical Shift,Final Whistle
3773586,2020/2021,La Liga,Víctor David Díaz Miguel,3,Right Center Back,00:00,,1,,Starting XI,Final Whistle
3749528,2003/2004,Premier League,Kieron Dyer,15,Left Center Midfield,00:00,,1,,Starting XI,Final Whistle
15986,2018/2019,La Liga,Douglas Luiz Soares de Paulo,13,Right Center Midfield,71:08,73:08,2,2,Substitution - On (Tactical),Tactical Shift
3749528,2003/2004,Premier League,Shay Given,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle
3773586,2020/2021,La Liga,Germán Sánchez Barahona,4,Center Back,00:00,,1,,Starting XI,Final Whistle
3749528,2003/2004,Premier League,Gary Speed,12,Right Midfield,71:41,,2,,Substitution - On (Tactical),Final Whistle
15986,2018/2019,La Liga,Francesc Aday Benítez Caraballo,7,Right Wing Back,00:00,,1,,Starting XI,Final Whistle
3749528,2003/2004,Premier League,"Andy O""Brien",5,Left Center Back,00:00,,1,,Starting XI,Final Whistle
15986,2018/2019,La Liga,Pedro Alcalá Guirado,3,Right Center Back,00:00,,1,,Starting XI,Final Whistle
3773586,2020/2021,La Liga,Federico Vico Villegas,17,Right Wing,85:30,,2,,Substitution - On (Tactical),Final Whistle
3749528,2003/2004,Premier League,Craig Bellamy,22,Right Center Forward,00:00,,1,,Starting XI,Final Whistle
15986,2018/2019,La Liga,Cristian Portugués Manzanera,22,Right Center Forward,00:00,84:06,1,2,Starting XI,Substitution - Off (Tactical)
3749528,2003/2004,Premier League,Laurent Robert,16,Left Midfield,00:00,80:17,1,2,Starting XI,Substitution - Off (Tactical)
3773586,2020/2021,La Liga,Joaquín José Marín Ruiz,8,Left Wing Back,00:00,83:43,1,2,Starting XI,Player Off
3773586,2020/2021,La Liga,Joaquín José Marín Ruiz,8,Left Wing Back,84:17,,2,,Player On,Final Whistle
15986,2018/2019,La Liga,Yassine Bounou,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle
3749528,2003/2004,Premier League,Lee Bowyer,12,Right Midfield,00:00,71:41,1,2,Starting XI,Substitution - Off (Tactical)
3773586,2020/2021,La Liga,Aarón Escandell Banacloche,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle
15986,2018/2019,La Liga,Aleix García Serrano,15,Left Center Midfield,00:00,45:00,1,2,Starting XI,Substitution - Off (Tactical)
3749528,2003/2004,Premier League,Darren Ambrose,16,Left Midfield,80:17,,2,,Substitution - On (Tactical),Final Whistle
3749431,2003/2004,Premier League,Lee Bowyer,12,Right Midfield,78:08,,2,,Substitution - On (Tactical),Final Whistle
3773457,2020/2021,La Liga,Kevin Vázquez Comesaña,2,Right Back,00:00,,1,,Starting XI,Final Whistle
303715,2019/2020,La Liga,Dimitrios Siovas,5,Left Center Back,00:00,,1,,Starting XI,Final Whistle
3749431,2003/2004,Premier League,Darren Ambrose,12,Right Midfield,00:00,78:08,1,2,Starting XI,Substitution - Off (Tactical)
303715,2019/2020,La Liga,Javier Eraso Goñi,17,Right Wing,60:43,,2,,Substitution - On (Tactical),Final Whistle
3773457,2020/2021,La Liga,Augusto Jorge Mateo Solari,16,Left Midfield,68:34,,2,,Substitution - On (Tactical),Final Whistle
303715,2019/2020,La Liga,Iván Cuéllar Sacristán,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle
3773457,2020/2021,La Liga,Miguel Baeza Pérez,22,Right Center Forward,77:44,,2,,Substitution - On (Tactical),Final Whistle
3749431,2003/2004,Premier League,Alan Shearer,24,Left Center Forward,00:00,,1,,Starting XI,Final Whistle
3773457,2020/2021,La Liga,Iván Villar Martínez,1,Goalkeeper,00:00,,1,,Starting XI,Final Whistle
303715,2019/2020,La Liga,Jonathan Cristian Silva,8,Left Wing Back,00:00,,1,,Starting XI,Final Whistle
303715,2019/2020,La Liga,Óscar Rodríguez Arnaiz,17,Right Wing,00:00,60:43,1,2,Starting XI,Substitution - Off (Tactical)
3773457,2020/2021,La Liga,Carlos Domínguez Cáceres,5,Left Center Back,00:00,,1,,Starting XI,Final Whistle
303715,2019/2020,La Liga,Rodrigo Tarín Higón,4,Center Back,82:41,,2,,Substitution - On (Tactical),Final Whistle
3749431,2003/2004,Premier League,Olivier Bernard,6,Left Back,00:00,,1,,Starting XI,Final Whistle
303715,2019/2020,La Liga,Sergio Busquets i Burgos,11,Left Defensive Midfield,00:00,56:18,1,2,Starting XI,Substitution - Off (Tactical)
3749431,2003/2004,Premier League,Jermaine Jenas,9,Right Defensive Midfield,00:00,,1,,Starting XI,Final Whistle
3773457,2020/2021,La Liga,Hugo Sotelo,13,Right Center Midfield,92:24,,2,,Substitution - On (Tactical),Final Whistle
303731,2019/2020,La Liga,Martin Braithwaite Christensen,23,Center Forward,71:24,,2,,Substitution - On (Tactical),Final Whistle
3773587,2020/2021,La Liga,Philippe Coutinho Correia,19,Center Attacking Midfield,61:21,79:42,2,2,Substitution - On (Tactical),Tactical Shift
303715,2019/2020,La Liga,Gerard Piqué Bernabéu,3,Right Center Back,00:00,,1,,Starting XI,Final Whistle
303715,2019/2020,La Liga,Luis Alberto Suárez Díaz,23,Center Forward,00:00,,1,,Starting XI,Final Whistle
3749079,2003/2004,Premier League,Glen Johnson,2,Right Back,00:00,,1,,Starting XI,Final Whistle
303532,2019/2020,La Liga,Chidozie Collins Awaziem,3,Right Center Back,00:00,,1,,Starting XI,Final Whistle
303715,2019/2020,La Liga,Ivan Rakitić,11,Left Defensive Midfield,56:18,,2,,Substitution - On (Tactical),Final Whistle
3749079,2003/2004,Premier League,Jesper Grønkjær,12,Right Midfield,80:36,,2,,Tactical Shift,Final Whistle
3749079,2003/2004,Premier League,Jesper Grønkjær,24,Left Center Forward,66:47,80:36,2,2,Substitution - On (Tactical),Tactical Shift
303715,2019/2020,La Liga,Ousmane Dembélé,21,Left Wing,23:01,69:02,1,2,Tactical Shift,Tactical Shift
303532,2019/2020,La Liga,Guido Marcelo Carrillo,22,Right Center Forward,70:09,,2,,Substitution - On (Tactical),Final Whistle
303715,2019/2020,La Liga,Ousmane Dembélé,17,Right Wing,00:00,23:01,1,1,Starting XI,Tactical Shift
303715,2019/2020,La Liga,Ousmane Dembélé,17,Right Wing,69:02,,2,,Tactical Shift,Final Whistle
3749079,2003/2004,Premier League,Adrian Mutu,24,Left Center Forward,00:00,66:47,1,2,Starting XI,Substitution - Off (Tactical)
303715,2019/2020,La Liga,Antoine Griezmann,17,Right Wing,23:01,56:27,1,2,Tactical Shift,Substitution - Off (Tactical)
3749079,2003/2004,Premier League,Claude Makélélé,9,Right Defensive Midfield,00:00,,1,,Starting XI,Final Whistle
303532,2019/2020,La Liga,Roque Mesa Quevedo,13,Right Center Midfield,00:00,45:00,1,2,Starting XI,Substitution - Off (Tactical)
303715,2019/2020,La Liga,Antoine Griezmann,21,Left Wing,00:00,23:01,1,1,Starting XI,Tactical Shift
303715,2019/2020,La Liga,Samuel Yves Umtiti,5,Left Center Back,00:00,,1,,Starting XI,Final Whistle
3749079,2003/2004,Premier League,Mario Melchiot,3,Right Center Back,00:00,,1,,Starting XI,Final Whistle
3749079,2003/2004,Premier League,Frank Lampard,12,Right Midfield,33:12,80:36,1,2,Tactical Shift,Tactical Shift
303715,2019/2020,La Liga,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,00:00,,1,,Starting XI,Final Whistle
3749079,2003/2004,Premier League,Frank Lampard,11,Left Defensive Midfield,00:00,33:12,1,1,Starting XI,Tactical Shift
3749079,2003/2004,Premier League,Frank Lampard,11,Left Defensive Midfield,80:36,,2,,Tactical Shift,Final Whistle
303715,2019/2020,La Liga,Moussa Wagué,2,Right Back,00:00,,1,,Starting XI,Final Whistle
303532,2019/2020,La Liga,José Luis García del Pozo,15,Left Center Midfield,00:00,45:00,1,2,Starting XI,Tactical Shift
303532,2019/2020,La Liga,José Luis García del Pozo,9,Right Defensive Midfield,45:00,49:08,2,2,Tactical Shift,Tactical Shift
303532,2019/2020,La Liga,José Luis García del Pozo,11,Left Defensive Midfield,49:08,62:24,2,2,Tactical Shift,Tactical Shift
3749079,2003/2004,Premier League,Damien Duff,16,Left Midfield,00:00,70:50,1,2,Starting XI,Substitution - Off (Tactical)
303532,2019/2020,La Liga,José Luis García del Pozo,15,Left Center Midfield,62:24,84:43,2,2,Tactical Shift,Substitution - Off (Tactical)
303715,2019/2020,La Liga,Frenkie de Jong,9,Right Defensive Midfield,00:00,69:01,1,2,Starting XI,Substitution - Off (Tactical)
303715,2019/2020,La Liga,Arturo Erasmo Vidal Pardo,17,Right Wing,56:27,69:02,2,2,Substitution - On (Tactical),Tactical Shift
3749079,2003/2004,Premier League,Hernán Jorge Crespo,22,Right Center Forward,00:00,80:36,1,2,Starting XI,Tactical Shift
303715,2019/2020,La Liga,Arturo Erasmo Vidal Pardo,9,Right Defensive Midfield,69:02,,2,,Tactical Shift,Final Whistle
3749079,2003/2004,Premier League,Hernán Jorge Crespo,24,Left Center Forward,80:36,,2,,Tactical Shift,Final Whistle
303532,2019/2020,La Liga,Unai Bustinza Martínez,5,Left Center Back,00:00,,1,,Starting XI,Final Whistle
